Municipios,Año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Lulo,Mango,Maracuyá,Melón A,Melón B,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Zarzal,2004,0,0,0,0,0,172.3,0,0,8,0,0,0,0,0,0,0,0,0,0,4.8
Cali,2003,15.3,0,0,0,0,100.4,0,0,0,10,0,0,0,0,10.6,0,0,0,12.7,0
Alcalà,2003,27.4,0,0,0,0,335.7,0,0,0,7,0,0,0,0,0,0,2.8,0,0,0
Andalucia,2003,9,0,47.3,0,0,318.4,0,0,5.5,0,0,5.3,0,0,0,2.1,0,0,0,1
Ansermanuevo,2003,14.3,0,40.2,0,0,18.1,0,29.2,13,0,5,0,0,0,17,5.7,0,0,2.3,0
Argelia,2003,0,0,0,0,0,1.5,0,30.8,0,173,0,0,0,0,6.4,0,0,0,1.8,0
Bolivar,2003,4.1,0,35,0,0,18.4,0,217.6,5,120,0,60,45,56,26.6,92.1,57,42.3,35,53.2
Buenaventura,2003,0,369.6,125.9,819.5,3471.5,0,332.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Buga,2003,6.1,0,87.1,0,0,47.2,0,11.3,34,35,17.5,10,0,0,62.7,21,106.4,3.8,204.6,1
Bugalagrande,2003,28.4,0,650.2,0,0,414.6,0,4.3,50,23,0,9.5,0,0,0,12.2,0,0,0,0
Caicedonia,2003,283,0,92.7,0,0,939.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candelaria,2003,3,0,0,0,0,9.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Cartago,2003,0,0,23.7,0,0,69.3,0,0,1.5,0,0,4.7,0,0,0,0,0,0,0,0
Dagua,2003,15.3,0,110,12.5,25,62.2,0,0,0,56.5,0,11.5,0,0,0,0,569.4,9,10.6,0
Darièn,2003,204.3,0,0,0,0,24.1,0,6.1,0,25,0,0,0,0,35.5,0,0,8.3,0,0
El Aguila,2003,31.7,0,6.6,0,0,10,0,14.8,0,12,0,0,0,0,51,0,0,0,18.9,0
El Cairo,2003,0,0,36,0,0,0,0,17.9,0,20.4,0,0,0,0,12.6,1.2,0,3.3,6.9,0
El Cerrito,2003,0,0,10.4,0,0,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,205.8
El Dovio,2003,0,0,75.7,0,0,4.5,0,26,0,70,0,14,0,0,8.5,1.4,1.4,0,6.4,0
Florida,2003,10.2,0,137.2,0,0,94.4,0,0,16,27,21.3,0,0,0,45.7,7.1,32.6,0,10.6,0
Ginebra,2003,0,0,114.5,0,0,23.1,0,6.9,0,21,0,8,0,0,81.8,0,0,0,30.5,300
Guacarì,2003,38.8,0,317.4,0,0,63.2,0,0,17.5,48,0,28,0,0,65.9,9.9,12.1,0,6.4,147.9
Jamundì,2003,7.2,0,10.4,0,0,296.2,0,0,8,14,0,0,0,0,73.8,0,32.6,0,2.1,0
La Cumbre,2003,2.9,0,23.7,0,0,5.5,0,0,0,12.4,0,1.2,0,0,10.3,0,50.9,19,0,0
La Uniòn,2003,0,0,14.9,0,0,27.3,0,23.3,13.9,3.9,10,367.1,186.3,114.5,0,51.1,0,9.8,6.8,407.7
La Victoria,2003,1,0,190.2,0,10,57.2,0,0,0,0,0,15,0,0,0,0,0,0,0,3
Obando,2003,4.1,0,317.5,0,0,65.3,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0
Palmira,2003,23.3,0,75.3,0,0,63.2,0,0,1,6,0,1,0,0,7.4,0,27,0,21.2,6
Pradera,2003,4.1,0,48.3,0,0,31.1,0,0,34,15,0,0,0,0,18.1,0,0,0,12.7,0
Restrepo,2003,58.2,0,60.6,0,0,16.3,0,0,0,84,0,0,0,0,0,1.4,434.7,19.9,4.2,0
Riofrìo,2003,29.6,0,362.9,0,0,63.5,0,13.5,2,50,0,0,0,0,16.5,25.5,0,3.8,0,2.6
Roldanillo,2003,10.4,0,49.2,0,0,76.5,0,64.4,0,7.6,3,266.8,40,67,7.6,58.4,0,0,11.4,52.5
San Pedro,2003,11.2,0,65.3,0,0,23.1,0,0,1,11,4,3.5,0,0,6.4,1.5,0,0,3.2,0
Sevilla,2003,0,0,511.1,0,0,364.4,0,0,0,55,0,0,0,0,0,0,0,0,0,0
Toro,2003,6.1,0,33.1,0,0,46,0,111.1,142,22,0,152,62,60,0,104,0,0,8,215
Trujillo,2003,7.2,0,108.8,0,0,15,0,104.1,0,80,0,0,9,9,327.2,0,0,15.4,8.5,0
Tuluà,2003,20,0,514.1,0,0,122,0,3.5,17,67,6,22,0,0,212.4,0,0,0,24.4,10.5
Ulloa,2003,43.4,0,7.6,0,0,189.7,0,0,0,6,0,0,0,0,0,8.5,23.4,0,0,0
Versalles,2003,0,0,0,0,0,0,0,115.7,0,68,0,1,0,0,2.7,,0,0,4.8,0
Vijes,2003,6.1,0,10.4,0,0,15,0,0,0,36.8,7,0,0,0,0,0,79.2,0,0,0
Yotoco,2003,156.3,0,14.2,0,0,7,0,1.7,1,7.5,0,0,0,0,0,5.7,4.3,6.4,0,0
Yumbo,2003,21.5,0,17.1,0,0,57,0,0,16.5,9,15,0.8,0,0,4,0,14.2,0,2.3,2.3
Zarzal,2003,0,0,0,0,0,172.3,0,0,8,0,0,0,0,0,0,0,0,0,0,4.8
Cali,2002,15,0,0,0,0,100,0,0,0,10,0,0,0,0,10,0,0,0,12,0
Alcalà,2002,18.5,0,0,0,0,334.4,0,0,0,7,0,0,0,0,0,0,2,0,0,0
Andalucia,2002,6.4,0,50,0,0,310.3,0,0,5.5,0,0,5.3,0,0,0,1.5,0,0,0,1
Ansermanuevo,2002,14,0,42.5,0,0,18,0,33.6,13,0,5,0,0,0,16,4,0,0,2.2,0
Argelia,2002,0,0,0,0,0,1.5,0,25.6,0,101,0,0,0,0,6,0,0,0,1.7,0
Bolivar,2002,4,0,37,0,0,14.8,0,245,5,90,0,50,45,56,25,58,37,33,33,51.4
Buenaventura,2002,0,365.5,133,817.5,3467.5,0,332.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Buga,2002,6,0,92,0,0,47,0,13,35,35,18,10,0,0,59,15,75,3,189,1
Bugalagrande,2002,27.3,0,685,0,0,410,0,5,50,23,0,8.5,0,0,0,8.6,0,0,0,0
Caicedonia,2002,277,0,98,0,0,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candelaria,2002,1.5,0,0,0,0,9.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Cartago,2002,0,0,25,0,0,67,0,0,1.5,0,0,4.7,0,0,0,0,0,0,0,0
Dagua,2002,15,0,100,12.5,25,62,0,0,0,56.5,0,11.5,0,0,0,0,404,7,10,0
Darièn,2002,199,0,0,0,0,24,0,7,0,20,0,0,0,0,32,0,0,6.5,0,0
El Aguila,2002,31,0,7,0,0,10,0,17,0,12,0,0,0,0,48,0,0,0,17.8,0
El Cairo,2002,0,0,38,0,0,0,0,20.6,0,20.4,0,0,0,0,11.8,0.8,0,2.6,6.5,0
El Cerrito,2002,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,199
El Dovio,2002,0,0,80,0,0,4.5,0,30,0,75,0,14,0,0,8,1,1,0,6,0
Florida,2002,9,0,145,0,0,94,0,0,16,27,22,0,0,0,43,5,23,0,10,0
Ginebra,2002,0,0,121,0,0,20,0,8,0,21,0,8,0,0,77,0,0,0,28.5,290
Guacarì,2002,38,0,272,0,0,57,0,0,16,38,0,23,0,0,62,7,8.5,0,6,143
Jamundì,2002,7,0,11,0,0,295,0,0,8,14,0,0,0,0,69.5,0,23,0,2,0
La Cumbre,2002,2.5,0,25,0,0,4.7,0,0,0,12.4,0,1.2,0,0,9.7,0,35.9,14.8,0,0
La Uniòn,2002,0,0,15.7,0,0,23.2,0,26.8,11.5,3.9,10,367.1,186.3,114.5,0,36.1,0,7.6,6.4,394.3
La Victoria,2002,,0,201,0,10,57,0,0,0,0,0,15,0,0,0,0,0,0,0,2
Obando,2002,4,0,325,0,0,65,0,0,0,0,14.7,0,0,0,0,0,0,0,0,0
Palmira,2002,16,0,69,0,0,63,0,0,1,6,0,1,0,0,7,0,19,0,20,6
Pradera,2002,4,0,51,0,0,31,0,0,34,15,0,0,0,0,17,0,0,0,12,0
Restrepo,2002,57,0,64,0,0,16.2,0,0,0,84,0,0,0,0,0,,306.3,15.5,4,0
Riofrìo,2002,27.5,0,383.5,0,0,61.8,0,15.5,2,50,0,0,0,0,15.5,18,0,3,0,2.6
Roldanillo,2002,10.2,0,52,0,0,72.2,0,74.2,0,7.6,3,266.8,40,67,7.2,41.4,0,0,10.8,48
San Pedro,2002,11,0,69,0,0,23,0,0,1,11,4,3.5,0,0,6,1,0,0,3,0
Sevilla,2002,0,0,497.8,0,0,363,0,0,0,45,0,0,0,0,0,0,0,0,0,0
Toro,2002,6,0,35,0,0,45.8,0,128,137.6,32,0,152,62,60,0,74,0,0,8,208
Trujillo,2002,7,0,115,0,0,15,0,120,0,60,0,0,9,9,308,0,0,12,8,0
Tuluà,2002,2,0,538,0,0,120,0,4,15,67,6,22,0,0,200,0,0,0,23,10.5
Ulloa,2002,42.5,0,8,0,0,170.6,0,0,0,6,0,0,0,0,0,5.9,16.5,0,0,0
Versalles,2002,0,0,0,0,0,0,0,116,0,58,0,3,0,0,2.2,,0,0,4.5,0
Vijes,2002,6,0,11,0,0,15,0,0,0,36.8,7,0,0,0,0,0,55.8,0,0,0
Yotoco,2002,153,0,15,0,0,7,0,2,1,7.5,0,0,0,0,0,4,3,5,0,0
Yumbo,2002,21,0,18.1,0,0,57,0,0,16.5,9,15,0.8,0,0,3.8,0,10,0,2.2,2.3
Zarzal,2002,0,0,0,0,0,172.3,0,0,8,0,0,0,0,0,0,0,0,0,0,4.6
Cali,2001,70,0,0,0,0,525,0,0,0,60,0,0,0,0,39,0,0,0,42,0
Andalucia,2001,39,0,325,0,0,4279,0,0,61,0,0,58,0,0,0,100,0,0,0,6
Ansermanuevo,2001,100,0,340,0,0,324,0,39,90,0,10,0,0,0,24,45,0,0,4,0
Argelia,2001,0,0,0,0,0,12,0,0,0,176,0,0,0,0,8,0,0,0,17,0
Bolivar,2001,28,0,348,0,0,203,0,3780,50,310,0,261,42,42,125,297,1920,45,119,635
Buenaventura,2001,0,1270,1215,2420,9381,0,2280,0,0,0,0,0,0,0,0,0,0,0,0,0
Buga,2001,50,0,730,0,0,564,0,40,400,100,108,75,0,0,275,260,3135,36,2907,4
Bugalagrande,2001,241,0,6993,0,0,11284,0,15,550,120,0,91,0,0,0,133,0,0,0,0
Caicedonia,2001,3288,0,1764,0,0,27255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candelaria,2001,0,0,0,0,0,91,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Cartago,2001,0,0,350,0,0,1950,0,0,23,0,0,47,0,0,0,0,0,0,0,0
Dagua,2001,120,0,1155,115,250,899,0,0,0,436,0,218,0,0,0,0,18834,35,64,0
Darièn,2001,2805,0,0,0,0,144,0,49,0,53,0,0,0,0,140,0,0,15,0,0
El Aguila,2001,217,0,70,0,0,200,0,48,0,28,0,0,0,0,222,0,0,0,35,0
El Cairo,2001,0,0,456,0,0,0,0,38,0,29,0,0,0,0,18,5,0,0,39,0
El Cerrito,2001,0,0,90,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,2534
El Dovio,2001,0,0,640,0,0,126,0,280,0,540,0,96,0,0,3,0,120,0,43,0
Florida,2001,55,0,1050,0,0,1820,0,0,77,151,240,0,0,0,174,12,980,0,88,0
Ginebra,2001,0,0,501,0,0,170,0,5,0,90,0,130,0,0,224,0,0,0,225,6600
Guacarì,2001,234,0,795,0,0,800,0,0,128,21,0,78,0,0,43,10,510,0,14,560
Jamundì,2001,56,0,85,0,0,5094,0,0,48,48,0,0,0,0,151,0,63,0,6,0
La Cumbre,2001,29,0,144,0,0,35,0,0,0,44,0,13,0,0,4,0,2760,66,0,0
La Uniòn,2001,0,0,89,0,0,255,0,224,69,32,120,2824,35,30,0,645,0,25,108,3785
La Victoria,2001,0,0,1346,0,88,871,0,0,0,0,0,195,0,0,0,0,0,0,0,27
Obando,2001,56,0,4480,0,0,1080,0,0,72,0,176,0,0,0,0,0,0,0,0,0
Palmira,2001,63,0,826,0,0,1044,0,0,8,16,0,0,0,0,0,0,2100,0,216,34
Pradera,2001,32,0,357,0,0,403,0,0,187,53,0,0,0,0,85,0,0,0,72,0
Restrepo,2001,408,0,549,0,0,194,0,0,0,217,0,0,0,0,0,0,8400,50,18,0
Riofrìo,2001,234,0,3619,0,0,1035,0,95,22,180,0,0,0,0,20,102,0,0,0,20
Roldanillo,2001,61,0,492,0,0,1412,0,903,0,16,33,5136,20,20,6,304,0,0,140,728
San Pedro,2001,99,0,483,0,0,280,0,0,0,32,60,63,0,0,77,14,0,0,21,0
Sevilla,2001,0,0,6080,0,0,10440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toro,2001,54,0,245,0,0,451,0,1100,560,125,0,3562,40,40,0,582,0,0,64,2400
Trujillo,2001,56,0,2128,0,0,165,0,1800,0,480,0,0,40,30,1080,0,0,40,53,0
Tuluà,2001,16,0,4635,0,0,1116,0,24,162,143,42,220,0,0,603,0,0,0,70,147
Ulloa,2001,427,0,54,0,0,6734,0,0,0,0,0,0,0,0,0,83,260,0,0,0
Versalles,2001,0,0,0,0,0,0,0,600,0,270,0,9,0,0,4,0,0,0,36,0
Vijes,2001,24,0,63,0,0,210,0,0,0,184,56,0,0,0,0,0,2700,0,0,0
Yotoco,2001,918,0,105,0,0,56,0,20,32,18,0,0,0,0,0,140,180,23,0,0
Yumbo,2001,187,0,150,0,0,525,0,0,84,48,100,13,0,0,15,0,358,0,8,30
Zarzal,2001,0,0,0,0,0,2195,0,0,9,0,0,0,0,35,0,0,0,0,0,112
Cali,2000,10,,,,,75,,,,10,,,,,10,,,,6,
Alcalà,2000,10,,,,,405.4,,,,,,,,,,,28.2,,,
Andalucia,2000,4,,50,,,281,,,5.5,,,5.5,,,,3,,,,1
Ansermanuevo,2000,14,,52,,,18,,,13,,5,,,,14,4,,,1.7,
Argelia,2000,,,,,,1.5,,,,63,,,,,2,,,,1,
Bolivar,2000,4,,29,,,11.3,,340,5,75,,31,27,30,25,20,36,9,17,56.3
Buenaventura,2000,,357.5,121,813.5,3463.5,,330.5,,,,,,,,,,,,,
Buga,2000,8,,73,,,53,,4,60,25,18,7.5,,,55,21,33,6,161.5,1
Bugalagrande,2000,26,,650,,,404,,2.5,50,20,,8,,,,9,,,,
Caicedonia,2000,277,,153,,,934.5,,,,,,,,,,,,,,
Candelaria,2000,,,,,,19.1,,,,,,,,,,,,,,
Cartago,2000,,,25,,,65,,1.2,1.5,,,,,,,,,,,
Dagua,2000,15,,77,12,29,79,,,,80,,16.5,,,,,309.5,,9,
Darièn,2000,197,,,,,34,,,,20,,,,,23.5,,,4.5,,
El Aguila,2000,32,,7,,,12,,8.5,,4.5,,,,,39,,,,13,
El Cairo,2000,,,38,,,,,6.6,,22.4,,,,,7.9,0.5,,,3.9,
El Cerrito,2000,,,15,,,8,,,,,,,,,,,,,,183
El Dovio,2000,,,80,,,4.5,,28,,70,,12,,,4,,2,,4,
Florida,2000,5,,105,,,96,,,11,21,16,5,,,40,2,14,,8,
Ginebra,2000,,,101,,,18,,4,,20,,8,,,89,,,,54,250
Guacarì,2000,39,,180,,,45,,,16,18,,8,,,35,2,10.5,,8,91
Jamundì,2000,7,,11,,,283,,,5,12,,,,,79,,21,,,
La Cumbre,2000,,,32,,,10,,,,36.5,,1,,,8,1.5,51.5,12,,
La Uniòn,2000,,,9,,,13,,31.8,7,,10,250.3,51.9,59.6,,69.2,,,14.8,361.4
La Victoria,2000,,,207,,10,67,,,,,,30,4,4,,,,,,3
Obando,2000,4,,341,,,65,,,6,,15,,,,,,,,,
Palmira,2000,9,,80,,,63,,,1,4,,,,,,,64,,12,4
Pradera,2000,4,,51,,,31,,,34,15,,,,,17,,,,12,
Restrepo,2000,62,,63,,,17,,,,278,,,,,,0,306.3,7.8,10.4,
Riofrìo,2000,25,,352,,,59,,10,2,60,,,,,12.5,12,,,,2.6
Roldanillo,2000,8.7,,41,,,71.2,,80.2,,7.5,6.5,281.5,35.3,36,6.1,30.4,,,18.8,82.4
San Pedro,2000,11,,74,,,25,,0,1,14,4,7.5,,,14,4,7,,6,
Sevilla,2000,,,861,,,348,,,,,,,,,,,,,,
Toro,2000,6,,35,,,29,,114,118.6,25,,152,28,26,,70,,,12,200
Trujillo,2000,7,,120,,,13,,120,,40,,,,,300,,,5,3.5,
Tuluà,2000,2,,530,,,108,,,18,64.6,6,24,,,171,,,,26,10.5
Ulloa,2000,36.5,,8,,,178.7,,,,,,,,,,4.9,14.5,,,
Versalles,2000,,,,,,,,81,,60,,,,,,,,,,
Vijes,2000,6,,11,,,15,,,3,,7,,,,,,45,,,
Yotoco,2000,160,,30,,,40,,2,5,4,0,0,,,,,4,5,,
Yumbo,2000,20,,16.1,,,57,,,16.5,8,10,0.6,,,4.8,,8,,1.2,1.5
Zarzal,2000,,,,,,159.3,,,8,,,,,,,,,,,4
TOTAL,2019,7937.5,408,6219.2,776,2692,6516.6,322,282,409.3,1158.5,251.8,738.5,89.3,67.8,598.8,970.3,2678.2,124.1,179.9,1895.2
Cali,2019,12,0,0,0,0,49,0,0,3,0,5,0,0,0,10,0,0,0,6,0
Alcalá,2019,141.9,0,100.2,0,0,198.3,0,0,13,8,0,5,0,0,0,6,47.8,0,0,0
Andalucia,2019,57,0,35,0,0,260,0,0,0,0,0,30,0,0,0,30,0,0,0,0
Ansermanuevo,2019,257,0,54.3,0,0,18,0,92.8,34,3.8,12,0,0,0,1.5,0,1.5,10.5,0,0
Argelia,2019,282,0,179,0,0,5,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0
Bolivar,2019,2219,0,287,0,6,73,0,19,14,305,4,52,25,27,15,62,4,13,29,39
Buenaventura,2019,0,399,115,776,2658,0,322,0,0,0,0,0,0,0,0,0,13,0,0,0
Buga,2019,2,0,126,0,0,8,0,11,0,7,1,0,0,0,12,0,35,0,3,2
Bugalagrande,2019,158,0,0,0,0,563,0,8,45,0,0,17,0,0,0,0,0,8,0,0
Caicedonia,2019,350,0,409,0,0,1950,0,0,80,0,0,0,0,0,0,0,10,0,0,0
Calima Darién,2019,79.5,0,2.5,0,0,12,0,3,0,136,0,0,0,0,12,0,0,0,0,0
Candelaria,2019,0,0,0,0,0,26.2,0,0,0,0,0,13,0,0,0,0,0,0,0,0
Cartago,2019,21.2,0,35,0,0,210.2,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Dagua,2019,200,0,135,0,28,214,0,0,35,133,0,103,0,0,0,0,1333,21,0,0
El Aguila,2019,38,0,20,0,0,7,0,24,0,17,0,5,0,0,6,0,0,5,8,0
El Cairo,2019,624.3,0,17,0,0,11.4,0,0,0,6.2,0,2,0,0,0,0,0,0,0,0
El Cerrito,2019,48,0,18,0,0,24,0,0,0,0,0,40,0,0,2,0,0,0,5.5,264
El Dovio,2019,124,0,45,0,0,0,0,22.5,0,70.8,0,55,0,0,0,0,0,6,0,0
Florida,2019,11,0,138,0,0,111,0,21,5,0,6.5,8,0,0,67,11,95.5,1,4.5,0
Ginebra,2019,0,0,167,0,0,0,0,11,0,4,0,6,0,0,92,8,0,0,0,146
Guacarì,2019,58,0,239,0,0,74,0,0,29,43,0,88,0,0,41,462,0,0,44,228
Jamundì,2019,5.5,0,5.5,0,0,443,0,0,4,4,19,18.5,0,0,3,2.5,36,0,1,0
La Cumbre,2019,0,0,67.7,0,0,0,0,10.2,0,19.4,0,0,0,0,0,6.1,168.9,0,0,0
La Uniòn,2019,47.6,0,39,0,0,44,0,0,7.3,7.8,31,23.3,21,2,0,71.4,5.2,5.9,0,609.5
La Victoria,2019,12,0,27,0,0,130,0,0,4,0,41,22,0,0,0,2,0,0,0,6
Obando,2019,44,0,468,0,0,22,0,0,16,0,20,0,0,0,0,8,0,0,0,0
Palmira,2019,184,0,112,0,0,77,0,8,0,7.5,0,13.8,0,0,1.1,0,0,0,2.4,2
Pradera,2019,44,0,30,0,0,25,0,0,30,0,0,0,0,0,27,0,20,0,5,0
Restrepo,2019,72.2,9,75,0,0,19,0,2,0,115,0,15,0,0,2,0,470,10,1,0
Riofrìo,2019,70,0,552,0,0,47,0,0,5,38,9,12,0,0,0,0,16,7,0,0
Roldanillo,2019,241,0,104,0,0,34,0,6,15.3,12,0,54.3,15.3,10.8,5,55.3,0,9,0,92.7
San Pedro,2019,29,0,71,0,0,115,0,16,22,29.5,7,38,0,0,36,55,0,0,32.5,0
Sevilla,2019,864,0,1100,0,0,1308,0,0,0,0,0,0,0,0,40,0,0,0,0,0
Toro,2019,80,0,5,0,0,6,0,4,12,10,0,15,28,28,0,41,11,0,0,300
Trujillo,2019,215.5,0,637.5,0,0,27,0,0,3.5,13,11,12,0,0,47.8,15.5,0,19.2,0,5.5
Tuluà,2019,42,0,536,0,0,51,0,13,0,112,0,9,0,0,121.5,28,0,0,38,0
Ulloa,2019,109,0,123.8,0,0,107.6,0,0,0,6,0,7.6,0,0,0,6.9,21.3,0,0,0
Versalles,2019,1100,0,91,0,0,0,0,8.3,0,35,0,7,0,0,55.6,0,0,4.5,0,0
Vijes,2019,35,0,38,0,0,48,0,0,0,0,15,41,0,0,0,46,361,0,0,0
Yotoco,2019,35,0,0,0,0,39.6,0,0,0,5,20,7,0,0,0,10,26,3,0,20.5
Yumbo,2019,24.8,0,14.6,0,0,69.5,0,2.2,7.4,0,35,3,0,0,1.3,22.6,3,1,0,173
Zarzal,2019,0,0,0,0,0,89.8,0,0,9.8,0,15.3,16,0,0,0,21,0,0,0,7
